S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
3030,PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1960000,-,667,Strata,11 to 15,2937,1/1/22
3031,PENROSE,SIMS DRIVE,Apartment,14,RCR,99 yrs lease commencing from 2019,New Sale,1,1998000,-,1184,Strata,11 to 15,1687,1/1/22
3032,MEYERHOUSE,MEYER ROAD,Condominium,15,RCR,Freehold,New Sale,1,7813000,-,2896,Strata,01 to 05,2698,1/1/22
3033,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,3858000,-,1572,Strata,16 to 20,2455,1/1/22
3034,THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,Apartment,13,RCR,99 yrs lease commencing from 2017,New Sale,1,2013000,-,958,Strata,11 to 15,2101,1/1/22
3035,COASTLINE RESIDENCES,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,2950000,-,1109,Strata,16 to 20,2661,1/1/22
3036,MORI,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,New Sale,1,1328000,-,710,Strata,06 to 10,1869,1/1/22
3037,NYON,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,3230000,-,1335,Strata,11 to 15,2420,1/1/22
3038,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,3235000,-,1302,Strata,16 to 20,2484,1/1/22
3039,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,5234000,-,2142,Strata,16 to 20,2443,1/1/22
3040,77 @ EAST COAST,UPPER EAST COAST ROAD,Apartment,15,OCR,Freehold,New Sale,1,2195000,-,1346,Strata,01 to 05,1631,1/1/22
3041,INFINI AT EAST COAST,EAST COAST ROAD,Apartment,15,OCR,Freehold,New Sale,1,2164000,-,1066,Strata,01 to 05,2031,1/1/22
3042,VERTICUS,JALAN KEMAMAN,Apartment,12,RCR,Freehold,New Sale,1,1511000,-,753,Strata,11 to 15,2005,1/1/22
3043,NYON,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,3286440,-,1399,Strata,16 to 20,2349,1/1/22
3044,INFINI AT EAST COAST,EAST COAST ROAD,Apartment,15,OCR,Freehold,New Sale,1,2073000,-,1066,Strata,01 to 05,1945,1/1/22
3045,MORI,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,New Sale,1,1397000,-,710,Strata,06 to 10,1966,1/1/22
3046,COASTLINE RESIDENCES,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,2157000,-,743,Strata,16 to 20,2904,1/1/22
3047,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,5342000,-,2142,Strata,06 to 10,2494,1/1/22
3048,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,4107000,-,1582,Strata,11 to 15,2596,1/1/22
3049,NYON,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,1813000,-,721,Strata,16 to 20,2514,1/1/22
3050,35 GILSTEAD,GILSTEAD ROAD,Apartment,11,CCR,Freehold,New Sale,1,2627000,-,1066,Strata,01 to 05,2465,1/1/22
3051,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,4125000,-,1582,Strata,11 to 15,2607,1/1/22
3052,PENROSE,SIMS DRIVE,Apartment,14,RCR,99 yrs lease commencing from 2019,New Sale,1,2408000,-,1399,Strata,11 to 15,1721,1/1/22
3053,AMBER PARK,AMBER GARDENS,Condominium,15,RCR,Freehold,New Sale,1,4861000,-,2045,Strata,01 to 05,2377,1/1/22
3054,URBAN TREASURES,JALAN EUNOS,Condominium,14,OCR,Freehold,New Sale,1,1293880,-,635,Strata,06 to 10,2037,1/1/22
3055,LA MARIPOSA,MANGIS ROAD,Apartment,15,RCR,Freehold,New Sale,1,2442000,-,1346,Strata,01 to 05,1815,1/1/22
3056,DUNEARN 386,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,1648000,-,646,Strata,01 to 05,2552,1/1/22
3057,PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,3488000,-,1281,Strata,01 to 05,2723,1/1/22
3058,THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,Apartment,13,RCR,99 yrs lease commencing from 2017,New Sale,1,2219000,-,1076,Strata,11 to 15,2062,1/1/22
3059,MEYERHOUSE,MEYER ROAD,Condominium,15,RCR,Freehold,New Sale,1,8200000,-,3315,Strata,01 to 05,2473,1/1/22
3060,PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,Apartment,11,CCR,Freehold,New Sale,1,4143000,-,1281,Strata,26 to 30,3234,1/1/22
3061,THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,Apartment,13,RCR,99 yrs lease commencing from 2017,New Sale,1,1921000,-,958,Strata,01 to 05,2005,1/1/22
3062,ONE MEYER,MEYER PLACE,Apartment,15,RCR,Freehold,New Sale,1,2374000,-,926,Strata,06 to 10,2565,1/1/22
3063,MORI,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,New Sale,1,1382000,-,710,Strata,06 to 10,1945,1/1/22
3064,PENROSE,SIMS DRIVE,Apartment,14,RCR,99 yrs lease commencing from 2019,New Sale,1,1993000,-,1184,Strata,11 to 15,1683,1/1/22
3065,RYMDEN 77,LORONG H TELOK KURAU,Apartment,15,OCR,Freehold,New Sale,1,1616000,-,904,Strata,01 to 05,1787,1/1/22
3066,77 @ EAST COAST,UPPER EAST COAST ROAD,Apartment,15,OCR,Freehold,New Sale,1,1834000,-,1087,Strata,01 to 05,1687,1/1/22
3067,RYMDEN 77,LORONG H TELOK KURAU,Apartment,15,OCR,Freehold,New Sale,1,2076068,-,1184,Strata,01 to 05,1753,1/1/22
3068,MEYERHOUSE,MEYER ROAD,Condominium,15,RCR,Freehold,New Sale,1,7740000,-,3240,Strata,01 to 05,2389,1/1/22
3069,MEYER MANSION,MEYER ROAD,Apartment,15,RCR,Freehold,New Sale,1,3650000,-,1399,Strata,11 to 15,2608,1/1/22
3070,URBAN TREASURES,JALAN EUNOS,Condominium,14,OCR,Freehold,New Sale,1,1969390,-,1012,Strata,01 to 05,1946,1/1/22
3071,URBAN TREASURES,JALAN EUNOS,Condominium,14,OCR,Freehold,New Sale,1,1977560,-,1012,Strata,06 to 10,1954,1/1/22
3072,URBAN TREASURES,JALAN EUNOS,Condominium,14,OCR,Freehold,New Sale,1,992000,-,517,Strata,01 to 05,1920,1/1/22
3073,77 @ EAST COAST,UPPER EAST COAST ROAD,Apartment,15,OCR,Freehold,New Sale,1,1326000,-,764,Strata,01 to 05,1735,1/1/22
3074,PENROSE,SIMS DRIVE,Apartment,14,RCR,99 yrs lease commencing from 2019,New Sale,1,1980000,-,1184,Strata,11 to 15,1672,1/1/22
3075,MEYER MANSION,MEYER ROAD,Apartment,15,RCR,Freehold,New Sale,1,2858000,-,1109,Strata,11 to 15,2578,1/1/22
3076,NYON,AMBER ROAD,Apartment,15,RCR,Freehold,New Sale,1,1990000,-,915,Strata,06 to 10,2175,1/1/22
3077,PEAK RESIDENCE,THOMSON ROAD,Condominium,11,CCR,Freehold,New Sale,1,1906700,-,829,Strata,01 to 05,2300,1/1/22
3078,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,2738000,-,1292,Strata,16 to 20,2120,1/11/22
3079,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1519000,-,732,Strata,11 to 15,2075,1/11/22
3080,KOVAN JEWEL,KOVAN ROAD,Apartment,19,OCR,Freehold,New Sale,1,1488000,-,721,Strata,01 to 05,2063,1/11/22
3081,KOVAN JEWEL,KOVAN ROAD,Apartment,19,OCR,Freehold,New Sale,1,2368000,-,1076,Strata,01 to 05,2200,1/11/22
3082,KOVAN JEWEL,KOVAN ROAD,Apartment,19,OCR,Freehold,New Sale,1,2488000,-,1173,Strata,01 to 05,2121,1/11/22
3083,KOVAN JEWEL,KOVAN ROAD,Apartment,19,OCR,Freehold,New Sale,1,1528000,-,721,Strata,01 to 05,2119,1/11/22
3084,PARKWOOD RESIDENCES,YIO CHU KANG ROAD,Apartment,19,OCR,99 yrs lease commencing from 2018,New Sale,1,1620000,-,958,Strata,01 to 05,1691,1/11/22
3085,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1540000,-,732,Strata,11 to 15,2104,1/11/22
3086,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1878000,-,947,Strata,11 to 15,1983,1/11/22
3087,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1918000,-,1044,Strata,06 to 10,1837,1/11/22
3088,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1492000,-,710,Strata,01 to 05,2100,1/11/22
3089,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1459000,-,721,Strata,01 to 05,2023,1/11/22
3090,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1585300,-,700,Strata,01 to 05,2266,1/11/22
3091,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1891000,-,1044,Strata,06 to 10,1811,1/10/22
3092,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,3363000,-,1475,Strata,21 to 25,2281,1/10/22
3093,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1442000,-,657,Strata,11 to 15,2196,1/10/22
3094,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1533000,-,732,Strata,11 to 15,2094,1/10/22
3095,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1979000,-,1066,Strata,01 to 05,1857,1/10/22
3096,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1612300,-,710,Strata,01 to 05,2269,1/10/22
3097,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1526000,-,732,Strata,11 to 15,2085,1/10/22
3098,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1623300,-,710,Strata,01 to 05,2285,1/10/22
3099,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1934000,-,1023,Strata,01 to 05,1891,1/10/22
3100,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,2618800,-,1227,Strata,01 to 05,2134,1/10/22
3101,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2362000,-,1087,Strata,11 to 15,2173,1/10/22
3102,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1618300,-,710,Strata,01 to 05,2278,1/10/22
3103,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1741800,-,743,Strata,01 to 05,2345,1/10/22
3104,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2218000,-,1087,Strata,01 to 05,2040,1/10/22
3105,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2275000,-,1302,Strata,06 to 10,1747,1/10/22
3106,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1462000,-,710,Strata,01 to 05,2058,1/10/22
3107,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1862000,-,893,Strata,06 to 10,2084,1/10/22
3108,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,3179000,-,1475,Strata,11 to 15,2156,1/10/22
3109,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,2805300,-,1356,Strata,01 to 05,2068,1/10/22
3110,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2322000,-,1087,Strata,11 to 15,2136,1/10/22
3111,THE GAZANIA,HOW SUN DRIVE,Condominium,19,OCR,Freehold,New Sale,1,2930000,-,1292,Strata,01 to 05,2268,1/10/22
3112,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1975000,-,1066,Strata,06 to 10,1853,1/10/22
3113,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,3124000,-,1475,Strata,11 to 15,2118,1/10/22
3114,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1935000,-,1066,Strata,06 to 10,1816,1/10/22
3115,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1945000,-,1066,Strata,06 to 10,1825,1/10/22
3116,PARKWOOD RESIDENCES,YIO CHU KANG ROAD,Apartment,19,OCR,99 yrs lease commencing from 2018,New Sale,1,1474338,-,936,Strata,01 to 05,1574,1/10/22
3117,THE GAZANIA,HOW SUN DRIVE,Condominium,19,OCR,Freehold,New Sale,1,1504000,-,635,Strata,01 to 05,2368,1/9/22
3118,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1421000,-,657,Strata,11 to 15,2164,1/9/22
3119,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1735800,-,743,Strata,01 to 05,2337,1/9/22
3120,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1428000,-,657,Strata,11 to 15,2175,1/9/22
3121,THE GAZANIA,HOW SUN DRIVE,Condominium,19,OCR,Freehold,New Sale,1,2120000,-,915,Strata,01 to 05,2317,1/9/22
3122,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1629300,-,710,Strata,01 to 05,2293,1/9/22
3123,JADESCAPE,SHUNFU ROAD,Condominium,20,RCR,99 yrs lease commencing from 2018,New Sale,1,1460000,-,764,Strata,16 to 20,1910,1/9/22
3124,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1479000,-,721,Strata,01 to 05,2051,1/9/22
3125,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2353000,-,1087,Strata,11 to 15,2164,1/9/22
3126,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1692000,-,743,Strata,16 to 20,2278,1/9/22
3127,PARKWOOD RESIDENCES,YIO CHU KANG ROAD,Apartment,19,OCR,99 yrs lease commencing from 2018,New Sale,1,1431875,-,936,Strata,01 to 05,1529,1/9/22
3128,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,2763000,-,1292,Strata,16 to 20,2139,1/9/22
3129,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2215000,-,1302,Strata,01 to 05,1701,1/9/22
3130,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2236000,-,1302,Strata,06 to 10,1717,1/9/22
3131,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2224000,-,1302,Strata,01 to 05,1708,1/9/22
3132,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2232000,-,1302,Strata,06 to 10,1714,1/9/22
3133,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,Apartment,19,OCR,99 yrs lease commencing from 2018,New Sale,1,1980000,-,1270,Strata,16 to 20,1559,1/9/22
3134,THE GAZANIA,HOW SUN DRIVE,Condominium,19,OCR,Freehold,New Sale,1,1850000,-,850,Strata,01 to 05,2176,1/9/22
3135,THE LILIUM,HOW SUN ROAD,Condominium,19,OCR,Freehold,New Sale,1,1629300,-,710,Strata,01 to 05,2293,1/9/22
3136,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,1344000,-,614,Strata,06 to 10,2191,1/9/22
3137,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,1504000,-,678,Strata,11 to 15,2218,1/9/22
3138,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,2261000,-,1044,Strata,16 to 20,2165,1/9/22
3139,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,1552000,-,678,Strata,16 to 20,2289,1/9/22
3140,AMO RESIDENCE,ANG MO KIO RISE,Apartment,20,OCR,99 yrs lease commencing from 2021,New Sale,1,1494000,-,678,Strata,21 to 25,2203,1/9/22
3141,PARKWOOD RESIDENCES,YIO CHU KANG ROAD,Apartment,19,OCR,99 yrs lease commencing from 2018,New Sale,1,1618513,-,1076,Strata,01 to 05,1504,1/9/22
3142,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,2797000,-,1539,Strata,16 to 20,1817,1/9/22
3143,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,1945000,-,1066,Strata,06 to 10,1825,1/9/22
3144,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2364000,-,1087,Strata,16 to 20,2174,1/9/22
3145,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2251000,-,1087,Strata,06 to 10,2071,1/9/22
3146,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2311000,-,1087,Strata,11 to 15,2126,1/9/22
3147,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1981000,-,1044,Strata,11 to 15,1897,1/9/22
3148,PASIR RIS 8,PASIR RIS DRIVE 8,Apartment,18,OCR,99 yrs lease commencing from 2021,New Sale,1,2250000,-,1302,Strata,01 to 05,1728,1/9/22
3149,BARTLEY VUE,JALAN BUNGA RAMPAI,Apartment,19,RCR,99 yrs lease commencing from 2020,New Sale,1,1383000,-,732,Strata,06 to 10,1889,1/9/22
3150,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1474000,-,657,Strata,11 to 15,2245,1/9/22
3151,THE GAZANIA,HOW SUN DRIVE,Condominium,19,OCR,Freehold,New Sale,1,1493000,-,635,Strata,01 to 05,2351,1/9/22
3152,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2016000,-,1087,Strata,16 to 20,1854,1/9/22
3153,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1433000,-,689,Strata,01 to 05,2080,1/9/22
3154,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1444000,-,657,Strata,11 to 15,2199,1/9/22
3155,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1892000,-,893,Strata,11 to 15,2118,1/9/22
3156,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1617000,-,743,Strata,06 to 10,2177,1/9/22
3157,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1565000,-,689,Strata,11 to 15,2272,1/9/22
3158,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1832000,-,893,Strata,06 to 10,2051,1/9/22
3159,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,3000000,-,1572,Strata,16 to 20,1909,1/9/22
3160,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2335000,-,1087,Strata,11 to 15,2148,1/9/22
3161,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2322000,-,1087,Strata,06 to 10,2136,1/9/22
3162,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2279000,-,1087,Strata,06 to 10,2096,1/9/22
3163,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2374000,-,1087,Strata,11 to 15,2184,1/9/22
3164,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2385000,-,1087,Strata,16 to 20,2194,1/9/22
3165,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2366000,-,1087,Strata,11 to 15,2176,1/9/22
3166,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2291000,-,1087,Strata,06 to 10,2107,1/9/22
3167,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2280000,-,1087,Strata,06 to 10,2097,1/9/22
3168,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2364000,-,1087,Strata,16 to 20,2174,1/9/22
3169,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2475000,-,1302,Strata,16 to 20,1900,1/9/22
3170,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2240000,-,1087,Strata,06 to 10,2060,1/9/22
3171,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2266000,-,1087,Strata,06 to 10,2084,1/9/22
3172,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2302000,-,1087,Strata,11 to 15,2117,1/9/22
3173,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2257000,-,1087,Strata,06 to 10,2076,1/9/22
3174,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,2206000,-,1087,Strata,01 to 05,2029,1/9/22
3175,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1732000,-,893,Strata,01 to 05,1939,1/9/22
3176,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1882000,-,893,Strata,11 to 15,2107,1/9/22
3177,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1764000,-,893,Strata,06 to 10,1974,1/9/22
3178,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1852000,-,893,Strata,06 to 10,2073,1/9/22
3179,SKY EDEN@BEDOK,BEDOK CENTRAL,Apartment,16,OCR,99 yrs lease commencing from 2022,New Sale,1,1749000,-,893,Strata,01 to 05,1958,1/9/22
